standard_number,title,descriptive_title,year,id,source,detail_url,pdf_url
IS 10022,IS 10022 : 1981,IS 10022 : 1981,1981,957,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10022&id=957,https://archive.org/search?query=title%3A%22IS%2010022%22
IS 10023,IS 10023 : 1981,IS 10023 : 1981,1981,828,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10023&id=828,https://archive.org/search?query=title%3A%22IS%2010023%22
IS 10024,IS 10024 : 1981,IS 10024 : 1981,1981,17949,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10024&id=17949,https://archive.org/search?query=title%3A%22IS%2010024%22
IS 10025,IS 10025 : 2025,IS 10025 : 2025,2025,53178,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10025&id=53178,https://archive.org/search?query=title%3A%22IS%2010025%22
IS 10026 : Part 1,IS 10026 : Part 1 : 1998,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1998,830,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+1&id=830,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 2,IS 10026 : Part 2 : 1999,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1999,831,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+2&id=831,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 1,IS 10026 : Part 3 : Sec 1 : 1999,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1999,821,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+1&id=821,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 2,IS 10026 : Part 3 : Sec 2 : 1999,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1999,822,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+2&id=822,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 2 Amd. 1,IS 10026 : Part 3 : Sec 2 Amd. 1 : 2019,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",2019,32301,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+2+Amd.+1&id=32301,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 3,IS 10026 : Part 3 : Sec 3 : 1983,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1983,823,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+3&id=823,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 3 Amd. 1,IS 10026 : Part 3 : Sec 3 Amd. 1 : 1986,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1986,24731,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+3+Amd.+1&id=24731,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 4,IS 10026 : Part 3 : Sec 4 : 1983,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1983,824,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+4&id=824,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 4 Amd. 1,IS 10026 : Part 3 : Sec 4 Amd. 1 : 1986,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1986,24732,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+4+Amd.+1&id=24732,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 5,IS 10026 : Part 3 : Sec 5 : 1983,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1983,825,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+5&id=825,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 5 Amd. 1,IS 10026 : Part 3 : Sec 5 Amd. 1 : 1986,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1986,24733,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+5+Amd.+1&id=24733,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 6,IS 10026 : Part 3 : Sec 6 : 1983,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1983,826,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+6&id=826,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 6 Amd. 1,IS 10026 : Part 3 : Sec 6 Amd. 1 : 1986,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1986,24734,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+6+Amd.+1&id=24734,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 7,IS 10026 : Part 3 : Sec 7 : 1983,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1983,827,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+7&id=827,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 7 Amd. 1,IS 10026 : Part 3 : Sec 7 Amd. 1 : 1986,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1986,24735,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+7+Amd.+1&id=24735,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 8,IS 10026 : Part 3 : Sec 8 : 1986,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1986,886,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+8&id=886,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10026 : Part 3 : Sec 9,IS 10026 : Part 3 : Sec 9 : 1986,"IS 10026-3-3: Insulating Varnishes Containing Solvents, Part 3: Specifications for Individual Materials, Section 3: Air Drying Varnishes with Temperature Index 130",1986,887,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10026+%3a+Part+3+%3a+Sec+9&id=887,https://archive.org/download/gov.in.is.10026.3.3.1983/gov.in.is.10026.3.3.1983.pdf
IS 10027,IS 10027 : 2018,IS 10027 : 2018,2018,888,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10027&id=888,https://archive.org/search?query=title%3A%22IS%2010027%22
IS 10028 : Part 1,IS 10028 : Part 1 : 1985,IS 10028 : Part 1 : 1985,1985,889,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10028+%3a+Part+1&id=889,https://archive.org/search?query=title%3A%22IS%2010028%20%3A%20Part%201%22
IS 10028 : Part 2,IS 10028 : Part 2 : 1981,IS 10028 : Part 2 : 1981,1981,890,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10028+%3a+Part+2&id=890,https://archive.org/search?query=title%3A%22IS%2010028%20%3A%20Part%202%22
IS 10028 : Part 3,IS 10028 : Part 3 : 1981,IS 10028 : Part 3 : 1981,1981,891,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10028+%3a+Part+3&id=891,https://archive.org/search?query=title%3A%22IS%2010028%20%3A%20Part%203%22
IS 10029,IS 10029 : 1981,IS 10029 : 1981,1981,892,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10029&id=892,https://archive.org/search?query=title%3A%22IS%2010029%22
IS 1003 : Part 1,IS 1003 : Part 1 : 2003,IS 1003 : Part 1 : 2003,2003,893,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1003+%3a+Part+1&id=893,https://archive.org/search?query=title%3A%22IS%201003%20%3A%20Part%201%22
IS 1003 : Part 1 Amd. 1,IS 1003 : Part 1 Amd. 1 : 2007,IS 1003 : Part 1 Amd. 1 : 2007,2007,24761,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1003+%3a+Part+1+Amd.+1&id=24761,https://archive.org/search?query=title%3A%22IS%201003%20%3A%20Part%201%20Amd.%201%22
IS 1003 : Part 1 Amd. 2,IS 1003 : Part 1 Amd. 2 : 2011,IS 1003 : Part 1 Amd. 2 : 2011,2011,24762,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1003+%3a+Part+1+Amd.+2&id=24762,https://archive.org/search?query=title%3A%22IS%201003%20%3A%20Part%201%20Amd.%202%22
IS 1003 : Part 2,IS 1003 : Part 2 : 1994,IS 1003 : Part 2 : 1994,1994,894,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1003+%3a+Part+2&id=894,https://archive.org/search?query=title%3A%22IS%201003%20%3A%20Part%202%22
IS 1003 : Part 2 Amd. 1,IS 1003 : Part 2 Amd. 1 : 2001,IS 1003 : Part 2 Amd. 1 : 2001,2001,24763,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1003+%3a+Part+2+Amd.+1&id=24763,https://archive.org/search?query=title%3A%22IS%201003%20%3A%20Part%202%20Amd.%201%22
IS 1003 : Part 2 Amd. 3,IS 1003 : Part 2 Amd. 3 : 2011,IS 1003 : Part 2 Amd. 3 : 2011,2011,24765,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1003+%3a+Part+2+Amd.+3&id=24765,https://archive.org/search?query=title%3A%22IS%201003%20%3A%20Part%202%20Amd.%203%22
IS 10030,IS 10030 : 1981,IS 10030 : 1981,1981,895,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10030&id=895,https://archive.org/search?query=title%3A%22IS%2010030%22
IS 10031,IS 10031 : 1981,IS 10031 : 1981,1981,896,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10031&id=896,https://archive.org/search?query=title%3A%22IS%2010031%22
IS 10032,IS 10032 : 2013,IS 10032 : 2013,2013,258,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10032&id=258,https://archive.org/search?query=title%3A%22IS%2010032%22
IS 10033,IS 10033 : 1992,IS 10033 : 1992,1992,897,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10033&id=897,https://archive.org/search?query=title%3A%22IS%2010033%22
IS 10034,IS 10034 : 1981,IS 10034 : 1981,1981,854,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10034&id=854,https://archive.org/search?query=title%3A%22IS%2010034%22
IS 10035,IS 10035 : 2023,IS 10035 : 2023,2023,48221,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10035&id=48221,https://archive.org/search?query=title%3A%22IS%2010035%22
IS 10036 : Part 1 and 2,IS 10036 : Part 1 and 2 : 1982,IS 10036 : Part 1 and 2 : 1982,1982,17950,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10036+%3a+Part+1+and+2&id=17950,https://archive.org/search?query=title%3A%22IS%2010036%20%3A%20Part%201%20and%202%22
IS 10036 : Part 1 and 2 Amd. 1,IS 10036 : Part 1 and 2 Amd. 1 : 2005,IS 10036 : Part 1 and 2 Amd. 1 : 2005,2005,31706,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10036+%3a+Part+1+and+2+Amd.+1&id=31706,https://archive.org/search?query=title%3A%22IS%2010036%20%3A%20Part%201%20and%202%20Amd.%201%22
IS 10037 : Part 1,IS 10037 : Part 1 : 1981,IS 10037 : Part 1 : 1981,1981,856,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10037+%3a+Part+1&id=856,https://archive.org/search?query=title%3A%22IS%2010037%20%3A%20Part%201%22
IS 10037 : Part 2,IS 10037 : Part 2 : 1983,IS 10037 : Part 2 : 1983,1983,857,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10037+%3a+Part+2&id=857,https://archive.org/search?query=title%3A%22IS%2010037%20%3A%20Part%202%22
IS 10037 : Part 3,IS 10037 : Part 3 : 1983,IS 10037 : Part 3 : 1983,1983,907,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10037+%3a+Part+3&id=907,https://archive.org/search?query=title%3A%22IS%2010037%20%3A%20Part%203%22
IS 10038,IS 10038 : 1981,IS 10038 : 1981,1981,908,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10038&id=908,https://archive.org/search?query=title%3A%22IS%2010038%22
IS 10038 Amd. 1,IS 10038 Amd. 1 : 1998,IS 10038 Amd. 1 : 1998,1998,24519,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10038+Amd.+1&id=24519,https://archive.org/search?query=title%3A%22IS%2010038%20Amd.%201%22
IS 10039,IS 10039 : 1981,IS 10039 : 1981,1981,909,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10039&id=909,https://archive.org/search?query=title%3A%22IS%2010039%22
IS 1004,IS 1004 : 1980,IS 1004 : 1980,1980,917,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1004&id=917,https://archive.org/search?query=title%3A%22IS%201004%22
IS 1004 Amd. 1,IS 1004 Amd. 1 : 2003,IS 1004 Amd. 1 : 2003,2003,24526,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1004+Amd.+1&id=24526,https://archive.org/search?query=title%3A%22IS%201004%20Amd.%201%22
IS 10040,IS 10040 : 1981,IS 10040 : 1981,1981,264,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10040&id=264,https://archive.org/search?query=title%3A%22IS%2010040%22
IS 10041,IS 10041 : 1981,IS 10041 : 1981,1981,265,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10041&id=265,https://archive.org/search?query=title%3A%22IS%2010041%22
IS 10042,IS 10042 : 1981,IS 10042: Code of practice for site investigations for foundation in gravel-boulder deposit,1981,266,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10042&id=266,https://archive.org/download/gov.in.is.10042.1981/gov.in.is.10042.1981.pdf
IS 10043,IS 10043 : 1994,IS 10043 : 1994,1994,17951,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10043&id=17951,https://archive.org/search?query=title%3A%22IS%2010043%22
IS 10044,IS 10044 : 2025,IS 10044 : 2025,2025,52686,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10044&id=52686,https://archive.org/search?query=title%3A%22IS%2010044%22
IS 10045,IS 10045 : 2026,IS 10045 : 2026,2026,54739,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10045&id=54739,https://archive.org/search?query=title%3A%22IS%2010045%22
IS 10046,IS 10046 : 2024,IS 10046 : 2024,2024,51890,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10046&id=51890,https://archive.org/search?query=title%3A%22IS%2010046%22
IS 10047,IS 10047 : 2023,IS 10047 : 2023,2023,48219,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+10047&id=48219,https://archive.org/search?query=title%3A%22IS%2010047%22
